synthetic_id,neighbourhood,address,lon,price,year_available,rooms,elevator,lat,floors,area,districte,section,district_id,section_id,census_tract_INE,census_tract_IDESCAT,barri_oficial,metres_cadastre,emissions_de_co2,qual_energia
2015-0082,,"Montjuïc, 19",2.831694508503335,2310,2015,4.0,False,41.994983964295855,1.0,305,5.0,1,5,1,1707905001,17079205001,Montjuïc,,,
2015-0083,Barri Vell,"Abeuradors, 69",2.823693948587814,540,2015,2.0,True,41.983316419220365,2.0,44,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0085,,"Barri Vell, 28",2.8249653172108933,1200,2015,1.0,True,41.98380579851835,1.0,67,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0086,Migdia Casernes,"Calle Narcís Blanch, 46",2.81750228582564,645,2015,1.0,True,41.97013282007914,4.0,86,2.0,21,2,21,1707902021,17079202021,Eixample,,,
2015-0087,Barri Vell,"Calle de les Ballesteries, 71",2.8247935236690944,625,2015,1.0,False,41.9859702977184,1.0,48,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0088,,"Montjuïc, 28",2.8318997109265824,965,2015,4.0,True,41.99537945321099,3.0,102,5.0,1,5,1,1707905001,17079205001,Montjuïc,,,
2015-0090,,"Eixample, 51",2.8183073777581167,990,2015,2.0,True,41.97991974650917,1.0,168,2.0,2,2,2,1707902002,17079202002,Eixample,78.11,37.79,E
2015-0091,Eixample,"Calle de Sant Joan Baptista la Salle, 36",2.8207356160959423,955,2015,2.0,True,41.97745327155,6.0,114,2.0,4,2,4,1707902004,17079202004,Eixample,,,
2015-0092,Eixample,"Calle Barcelona, 53",2.8184008897674984,1495,2015,2.0,True,41.97836266860365,3.0,90,2.0,5,2,5,1707902005,17079202005,Eixample,115.59,52.07,C
2015-0093,,"Eixample, 69",2.818371539165281,1135,2015,1.0,True,41.98023756468778,2.0,60,2.0,2,2,2,1707902002,17079202002,Eixample,78.11,37.79,E
2015-0094,Santa Eugenia,"Montseny, 13",2.80501395661564,745,2015,3.0,True,41.97521823272277,3.0,130,3.0,11,3,11,1707903011,17079203011,Santa Eugènia de Ter,92.26,62.72,G
2015-0096,Sant Narcís,"Plaza europa, 63",2.8101166216456592,1130,2015,4.0,True,41.97383748229928,4.0,114,3.0,6,3,6,1707903006,17079203006,Eixample,,,
2015-0097,,"Barri Vell, 37",2.825216523619296,1775,2015,4.0,True,41.98365081943339,1.0,97,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0098,,"Barri Vell, 19",2.824804484991024,725,2015,3.0,True,41.984479889271626,5.0,70,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0099,Eixample,"Calle Barcelona, 24",2.812251744880657,1395,2015,4.0,True,41.965804814605065,1.0,145,2.0,22,2,22,1707902022,17079202022,Eixample,59.32,18.93,D
2015-0101,Montjuïc,"Calle de Pedret, 34",2.825885564025057,1235,2015,2.0,True,41.99171776618009,1.0,45,5.0,2,5,2,1707905002,17079205002,Nord,,,
2015-0103,Migdia Casernes,"Calle Jaume Marquès i Casanovas, 45",2.8222752718407835,680,2015,4.0,False,41.97016612580456,1.0,100,2.0,10,2,10,1707902010,17079202010,Eixample,49.74,17.8,D
2015-0104,Migdia Casernes,"Calle Jaume Marquès i Casanovas, 58",2.82289871041577,785,2015,3.0,False,41.97019019460876,1.0,76,2.0,10,2,10,1707902010,17079202010,Eixample,49.74,17.8,D
2015-0105,Sant Narcís,"Calle Mare de Déu del Remei, 5",2.812046784010309,900,2015,3.0,True,41.97710038147142,2.0,98,3.0,16,3,16,1707903016,17079203016,Eixample,,,
2015-0106,Barri Vell,"Calle de les Ballesteries, 62",2.8247166317675765,735,2015,1.0,False,41.98567137502639,3.0,86,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0107,,"Eixample, 46",2.8180961712996724,1190,2015,4.0,True,41.98015196120685,1.0,95,2.0,2,2,2,1707902002,17079202002,Eixample,78.11,37.79,E
2015-0108,Barri Vell,"Avenida de Sant Francesc, 72",2.820808446454027,1160,2015,2.0,True,41.98178700366531,1.0,94,2.0,1,2,1,1707902001,17079202001,Centre,,,
2015-0109,Devesa,"Paseo de la Devesa, 52",2.820947665770533,455,2015,1.0,True,41.98187543146054,4.0,35,2.0,1,2,1,1707902001,17079202001,Centre,,,
2015-0110,Barri Vell,"Calle de les Ballesteries, 31",2.82546151806422,715,2015,1.0,False,41.98563121823248,2.0,79,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0112,,"Eixample, 1",2.8184421955665595,2480,2015,3.0,True,41.98015357277435,3.0,125,2.0,2,2,2,1707902002,17079202002,Eixample,78.11,37.79,E
2015-0113,Sant Narcís,"Plaza d'Europa, 25",2.8144151943009943,1065,2015,4.0,False,41.97563947662684,3.0,81,3.0,7,3,7,1707903007,17079203007,Eixample,,,
2015-0114,,"Barri Vell, 39",2.824613632115113,1145,2015,2.0,True,41.98440865928539,1.0,59,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0115,Eixample,"Calle Emili Grahit, 17",2.829857605263041,1870,2015,4.0,False,41.973317973965926,3.0,165,2.0,14,2,14,1707902014,17079202014,Sud,,,
2015-0116,Montilivi-Pericot,"Avenida de Lluís Pericot, 21",2.8242904842135936,800,2015,4.0,False,41.96953267500015,2.0,141,2.0,18,2,18,1707902018,17079202018,Sud,89.6,41.2,E
2015-0117,Barri Vell,"Calle de les Ballesteries, 35",2.824796476100753,810,2015,1.0,False,41.985743574336894,3.0,69,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0118,Sant Narcís,"Calle Mare de Déu del Remei, 8",2.8118887672530244,930,2015,3.0,True,41.97702776595512,3.0,80,3.0,16,3,16,1707903016,17079203016,Eixample,,,
2015-0119,,"Eixample, 30",2.818212473245656,2200,2015,1.0,True,41.979747126439904,6.0,90,2.0,2,2,2,1707902002,17079202002,Eixample,78.11,37.79,E
2015-0120,Migdia Casernes,"Calle de Sant Agustí, 5",2.8211218240221374,905,2015,2.0,True,41.97034812449088,4.0,69,2.0,10,2,10,1707902010,17079202010,Eixample,49.74,17.8,D
2015-0121,,"Barri Vell, 36",2.825480652464061,1235,2015,2.0,True,41.98427515264741,1.0,74,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0122,Sant Narcís,"Calle de Bilbao, 76",2.810253218199281,935,2015,3.0,True,41.96977759226066,2.0,102,3.0,12,3,12,1707903012,17079203012,Eixample,53.73,33.96,E
2015-0124,Talaia - Germans Sabat,"Calle Andalusia, 3",2.808649865720916,680,2015,2.0,True,41.993372821687245,1.0,80,6.0,4,6,4,1707906004,17079206004,Oest,,,
2015-0125,Talaia - Germans Sabat,"Calle Andalusia, 30",2.808389790960528,1375,2015,2.0,True,41.99466316229659,1.0,74,6.0,2,6,2,1707906002,17079206002,Oest,,,
2015-0126,Devesa,"Calle del Riu Güell, 38",2.813291316779144,595,2015,2.0,True,41.98136808176449,1.0,89,3.0,20,3,20,1707903020,17079203020,Eixample,,,
2015-0127,Sant Narcís,"Avenida de Sant Narcís, 74",2.813965936605522,1170,2015,4.0,True,41.97852714542081,5.0,105,3.0,15,3,15,1707903015,17079203015,Eixample,84.0,33.98,E
2015-0128,,"Eixample, 52",2.81857701094181,875,2015,2.0,True,41.980203143812815,1.0,137,2.0,3,2,3,1707902003,17079202003,Eixample,83.85,42.82,G
2015-0129,Eixample,"Calle Barcelona, 26",2.812627312046499,2025,2015,4.0,True,41.96504271927057,1.0,206,2.0,22,2,22,1707902022,17079202022,Eixample,59.32,18.93,D
2015-0131,,"Barri Vell, 53",2.824791658080249,1890,2015,4.0,False,41.98410621391909,1.0,126,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0132,Barri Vell,"Calle de les Ferreries Velles, 21",2.8246715560739264,1040,2015,3.0,True,41.98414165278104,1.0,93,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0133,Eixample,"Calle de Joan Maragall, 11",2.820235950409708,850,2015,4.0,True,41.97830484484833,2.0,101,2.0,5,2,5,1707902005,17079202005,Eixample,115.59,52.07,C
2015-0134,Eixample,"Calle Emili Grahit, 54",2.829211936980653,1830,2015,4.0,False,41.97323966852432,5.0,171,2.0,14,2,14,1707902014,17079202014,Sud,,,
2015-0135,Sant Narcís,"Avenida de Sant Narcís, 44",2.814044548333764,1020,2015,4.0,True,41.97840889167678,5.0,108,3.0,20,3,20,1707903020,17079203020,Eixample,,,
2015-0138,Talaia - Germans Sabat,"Calle Andalusia, 74",2.8085799527241964,1105,2015,2.0,False,41.99469360436995,1.0,68,6.0,2,6,2,1707906002,17079206002,Oest,,,
2015-0140,Migdia Casernes,"Calle de Santiago, 4",2.816081212203934,985,2015,2.0,True,41.96837461491108,1.0,75,2.0,11,2,11,1707902011,17079202011,Eixample,50.32,44.87,E
2015-0142,,"Barri Vell, 16",2.8244529124392432,720,2015,3.0,True,41.983905567102056,2.0,116,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0143,,"Eixample, 13",2.8188058878866946,1185,2015,3.0,True,41.97987318351901,1.0,111,2.0,3,2,3,1707902003,17079202003,Eixample,83.85,42.82,G
2015-0144,Talaia - Germans Sabat,"Calle Andalusia, 34",2.8087145041141226,1120,2015,1.0,True,41.994436229753134,1.0,53,6.0,2,6,2,1707906002,17079206002,Oest,,,
2015-0145,Barri Vell,"Calle de Santa Clara, 62",2.823623219486905,1085,2015,2.0,False,41.98405506604881,4.0,116,3.0,1,3,1,1707903001,17079203001,Centre,,,
2015-0146,Barri Vell,"Plaza del Vi, 29",2.824647610341541,870,2015,2.0,True,41.9829126188725,4.0,86,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0147,Fontajau-Domeny,"Calle de la Font de la Teula, 71",2.8060174023726803,1315,2015,2.0,False,41.9917289534612,1.0,119,6.0,4,6,4,1707906004,17079206004,Oest,,,
2015-0148,Eixample,"Plaza Poeta Marquina, 35",2.8183975122780134,925,2015,3.0,True,41.980368244197145,5.0,107,2.0,2,2,2,1707902002,17079202002,Eixample,78.11,37.79,E
2015-0149,,"Carme-Vistalegre, 44",2.8241851167819747,1485,2015,3.0,True,41.97601263850091,5.0,121,1.0,3,1,3,1707901003,17079201003,Centre,64.0,48.77,G
2015-0150,Barri Vell,"Calle de Pedret, 60",2.826610058620946,1145,2015,2.0,False,41.99127971310797,4.0,61,5.0,1,5,1,1707905001,17079205001,Montjuïc,,,
2015-0152,Eixample,"Plaza Poeta Marquina, 53",2.817687452590307,850,2015,3.0,True,41.98012180230567,5.0,91,2.0,2,2,2,1707902002,17079202002,Eixample,78.11,37.79,E
2015-0154,,"Carme-Vistalegre, 49",2.824484853304753,1860,2015,2.0,True,41.97562224158762,1.0,36,1.0,3,1,3,1707901003,17079201003,Centre,64.0,48.77,G
2015-0155,Migdia Casernes,"Calle de Santiago, 52",2.8161077036307667,1430,2015,3.0,True,41.96889288961414,1.0,76,2.0,11,2,11,1707902011,17079202011,Eixample,50.32,44.87,E
2015-0156,Eixample,"Travesía de la Creu, 72",2.821528040066653,1005,2015,2.0,True,41.97556160003575,1.0,90,2.0,6,2,6,1707902006,17079202006,Eixample,,,
2015-0157,,"Barri Vell, 18",2.8247208309138783,615,2015,3.0,True,41.98429428098802,2.0,96,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0158,,"Barri Vell, 28",2.8248602129968443,1415,2015,3.0,True,41.984178276759565,2.0,84,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0159,,"Montjuïc, 56",2.831804669149689,2290,2015,3.0,True,41.99554148670381,1.0,254,5.0,1,5,1,1707905001,17079205001,Montjuïc,,,
2015-0160,,"Sant Narcís, 56",2.810119862111185,1200,2015,3.0,True,41.97364700581233,5.0,66,3.0,6,3,6,1707903006,17079203006,Eixample,,,
2015-0161,Eixample,"Calle de Sant Joan Baptista la Salle, 74",2.820548102960637,730,2015,3.0,True,41.97755295166258,1.0,56,2.0,4,2,4,1707902004,17079202004,Eixample,,,
2015-0162,Devesa,"Paseo de la Devesa, 14",2.821791075862861,445,2015,1.0,True,41.98110661257017,5.0,35,2.0,1,2,1,1707902001,17079202001,Centre,,,
2015-0164,Eixample,"Calle Emili Grahit, 78",2.829854438521447,2245,2015,4.0,False,41.97358134841116,4.0,148,2.0,14,2,14,1707902014,17079202014,Sud,,,
2015-0166,,"Carme-Vistalegre, 43",2.8247685165930454,1975,2015,3.0,False,41.97593180344037,5.0,130,1.0,3,1,3,1707901003,17079201003,Centre,64.0,48.77,G
2015-0167,,"Montilivi-Pericot, 67",2.827006085571557,1350,2015,4.0,True,41.97356459126157,1.0,230,2.0,9,2,9,1707902009,17079202009,Sud,,,
2015-0168,,"Barri Vell, 4",2.8255170528231206,1930,2015,4.0,False,41.98431802988674,1.0,94,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0170,Eixample,"Calle Emili Grahit, 62",2.830050281131507,1990,2015,4.0,False,41.97258514955955,4.0,141,2.0,14,2,14,1707902014,17079202014,Sud,,,
2015-0171,Barri Vell,"Calle de Santa Clara, 20",2.82282299976646,1235,2015,2.0,False,41.98369874297634,4.0,75,3.0,1,3,1,1707903001,17079203001,Centre,,,
2015-0172,Eixample,"Calle Barcelona, 46",2.8126408133108867,935,2015,4.0,True,41.9654031174169,1.0,142,2.0,22,2,22,1707902022,17079202022,Eixample,59.32,18.93,D
2015-0173,Eixample,"CL Cardenal Margarit, 35",2.821622239881877,760,2015,3.0,True,41.97672663100868,4.0,54,2.0,6,2,6,1707902006,17079202006,Eixample,,,
2015-0177,Talaia - Germans Sabat,"Calle Can Cases, 32",2.820083853298659,3345,2015,5.0,False,41.97987488644232,0.0,212,2.0,3,2,3,1707902003,17079202003,Eixample,83.85,42.82,G
2015-0180,Barri Vell,"Avenida de Sant Francesc, 70",2.821809083417676,1340,2015,3.0,True,41.98250936942505,1.0,65,3.0,1,3,1,1707903001,17079203001,Centre,,,
2015-0181,Barri Vell,"Calle dels Calderers, 64",2.824610627331724,610,2015,2.0,False,41.987730254917466,1.0,52,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0182,Eixample,"Calle Barcelona, 46",2.8119666345651817,1400,2015,4.0,False,41.9656026637467,1.0,138,2.0,22,2,22,1707902022,17079202022,Eixample,59.32,18.93,D
2015-0183,,"Montjuïc, 63",2.831720804567351,1025,2015,4.0,True,41.99549875922253,3.0,136,5.0,1,5,1,1707905001,17079205001,Montjuïc,,,
2015-0184,,"Montjuïc, 75",2.831971959943324,1865,2015,4.0,True,41.99514136159316,1.0,283,5.0,1,5,1,1707905001,17079205001,Montjuïc,,,
2015-0187,,"Carme-Vistalegre, 76",2.824602303249861,1705,2015,3.0,True,41.97541572156095,5.0,132,1.0,3,1,3,1707901003,17079201003,Centre,64.0,48.77,G
2015-0188,Eixample,"Calle de Joan Maragall, 48",2.8206732521954208,2135,2015,3.0,True,41.97801280475909,1.0,135,2.0,4,2,4,1707902004,17079202004,Eixample,,,
2015-0189,,"Eixample, 40",2.818892932030177,2295,2015,3.0,False,41.98076773393756,4.0,137,2.0,3,2,3,1707902003,17079202003,Eixample,83.85,42.82,G
2015-0190,,"Barri Vell, 52",2.8248817370324666,1660,2015,4.0,True,41.98476515437521,1.0,89,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0191,Talaia - Germans Sabat,"Calle Andalusia, 66",2.808278872233224,1110,2015,2.0,False,41.994034616684544,1.0,71,6.0,2,6,2,1707906002,17079206002,Oest,,,
2015-0192,Barri Vell,"Calle de les Ferreries Velles, 51",2.825074845607834,1000,2015,3.0,True,41.98349771336612,1.0,89,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0193,,"Montilivi-Pericot, 65",2.826210858626124,1670,2015,4.0,True,41.97425879962507,1.0,249,2.0,9,2,9,1707902009,17079202009,Sud,,,
2015-0194,Fontajau-Domeny,"Calle de la Font de la Teula, 23",2.8052431541043323,1480,2015,3.0,True,41.992043282859086,1.0,119,6.0,4,6,4,1707906004,17079206004,Oest,,,
2015-0195,,"Barri Vell, 16",2.824594489601941,1675,2015,4.0,False,41.9841382379542,1.0,104,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0196,Devesa,"Ronda Ferran Puig, 22",2.8168601115253256,875,2015,3.0,True,41.98475555627962,4.0,94,3.0,4,3,4,1707903004,17079203004,Eixample,,,
2015-0197,Barri Vell,"Calle de les Ferreries Velles, 28",2.825641254253341,890,2015,3.0,True,41.98401505992311,1.0,93,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0199,Barri Vell,"Calle de Pedret, 30",2.8262444847618204,1065,2015,2.0,False,41.99090376233882,3.0,63,5.0,2,5,2,1707905002,17079205002,Nord,,,
2015-0200,Barri Vell,"Calle dels Calderers, 40",2.8242398174710472,865,2015,3.0,False,41.98775360806855,5.0,56,4.0,1,4,1,1707904001,17079204001,Centre,38.0,43.91,F
2015-0201,,"Barri Vell, 2",2.825370910594017,780,2015,4.0,True,41.984045920593815,5.0,77,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0203,Barri Vell,"Calle de Pedret, 49",2.826112488667564,1025,2015,3.0,False,41.99056122592342,3.0,68,5.0,2,5,2,1707905002,17079205002,Nord,,,
2015-0204,Fontajau-Domeny,"Calle de Fontajau, 5",2.815407950375349,625,2015,3.0,True,41.99108402746776,2.0,71,6.0,1,6,1,1707906001,17079206001,Oest,,,
2015-0206,Devesa,"Calle Figuerola, 35",2.8198757179739404,1250,2015,3.0,True,41.98468774378868,4.0,87,3.0,3,3,3,1707903003,17079203003,Eixample,,,
2015-0209,Eixample,"Calle de Sant Joan Baptista la Salle, 53",2.8208293619428013,680,2015,3.0,True,41.97786680694616,1.0,67,2.0,4,2,4,1707902004,17079202004,Eixample,,,
2015-0210,Barri Vell,"Avenida de Sant Francesc, 33",2.821453465718927,1120,2015,2.0,True,41.982306859722286,0.0,77,2.0,1,2,1,1707902001,17079202001,Centre,,,
2015-0211,Barri Vell,"Calle de les Ferreries Velles, 64",2.825139203757257,800,2015,2.0,True,41.98349490400821,1.0,89,1.0,1,1,1,1707901001,17079201001,Centre,150.0,41.72,E
2015-0212,Eixample,"Ronda Pare Maria Claret, 76",2.8187776156865243,635,2015,3.0,True,41.980127726335326,5.0,101,2.0,3,2,3,1707902003,17079202003,Eixample,83.85,42.82,G
2015-0217,Eixample,"Calle Migdia, 37",2.821275486310277,1455,2015,3.0,True,41.97653620137269,1.0,105,2.0,6,2,6,1707902006,17079202006,Eixample,,,
2015-0218,Sant Narcís,"Plaza europa, 77",2.8099252038791898,955,2015,4.0,True,41.97361039586921,4.0,101,3.0,6,3,6,1707903006,17079203006,Eixample,,,
2015-0219,Talaia - Germans Sabat,"Calle Andalusia, 39",2.8083171954706896,1015,2015,1.0,True,41.9943613575114,1.0,53,6.0,2,6,2,1707906002,17079206002,Oest,,,
2016-0221,Eixample,"Calle Barcelona, 3",2.812368436751817,795,2016,3.0,True,41.965049415290586,5.0,127,2.0,22,2,22,1707902022,17079202022,Eixample,47.25,31.0,E
2016-0222,Devesa,"Paseo de la Devesa, 60",2.8211379795978853,510,2016,1.0,False,41.98106861409295,5.0,37,2.0,1,2,1,1707902001,17079202001,Centre,129.43,53.5,E
2016-0223,Talaia - Germans Sabat,"Calle Andalusia, 19",2.808842476507938,1090,2016,2.0,True,41.99432994235705,1.0,50,6.0,2,6,2,1707906002,17079206002,Oest,50.0,67.6,F
2016-0224,Talaia - Germans Sabat,"Calle Can Cases, 67",2.8197688958929583,3475,2016,5.0,True,41.979338979013086,2.0,145,2.0,3,2,3,1707902003,17079202003,Eixample,103.78,42.1,E
2016-0228,,"Eixample, 64",2.8182904757740808,2800,2016,3.0,False,41.98016414570603,3.0,110,2.0,2,2,2,1707902002,17079202002,Eixample,51.0,52.02,E
2016-0230,Eixample,"Calle Bisbe Lorenzana, 46",2.8202704338181306,1675,2016,1.0,True,41.97814185353776,1.0,76,2.0,4,2,4,1707902004,17079202004,Eixample,88.89,51.9,E
2016-0231,Eixample,"Travesía de la Creu, 56",2.821768605292575,760,2016,2.0,True,41.97580658466472,1.0,77,2.0,6,2,6,1707902006,17079202006,Eixample,80.0,30.1,E
2016-0232,,"Eixample, 44",2.818876706579042,1470,2016,4.0,True,41.97973357068619,5.0,161,2.0,3,2,3,1707902003,17079202003,Eixample,103.78,42.1,E
2016-0233,Eixample,"Travesía de la Creu, 40",2.822138750943448,735,2016,2.0,True,41.97629386510752,1.0,81,2.0,6,2,6,1707902006,17079202006,Eixample,80.0,30.1,E
2016-0234,Barri Vell,"Calle Auriga, 48",2.825025290566978,1065,2016,1.0,False,41.98175435144338,3.0,74,1.0,1,1,1,1707901001,17079201001,Centre,52.91,76.6,G
2016-0235,Eixample,"Calle Migdia, 35",2.8206131053214896,1345,2016,3.0,True,41.97647567197114,1.0,94,2.0,13,2,13,1707902013,17079202013,Eixample,84.0,30.01,E
2016-0236,Sant Narcís,"Plaza europa, 51",2.8093661553409857,965,2016,4.0,True,41.97410822029228,4.0,85,3.0,6,3,6,1707903006,17079203006,Eixample,95.75,62.5,E
2016-0238,Talaia - Germans Sabat,"Calle Andalusia, 23",2.808793158912388,1340,2016,1.0,True,41.994454138318105,1.0,37,6.0,2,6,2,1707906002,17079206002,Oest,50.0,67.6,F
2016-0239,Eixample,"Calle Barcelona, 43",2.818191384885508,1745,2016,3.0,True,41.97808780171938,4.0,89,2.0,5,2,5,1707902005,17079202005,Eixample,94.5,61.2,F
2016-0240,Devesa,"Calle del Riu Güell, 14",2.819355295654058,2220,2016,2.0,True,41.98561480377117,3.0,195,3.0,3,3,3,1707903003,17079203003,Eixample,132.0,58.67,E
2016-0242,Devesa,"Calle del Riu Güell, 61",2.819665123019316,2095,2016,2.0,True,41.98574040447398,2.0,195,3.0,3,3,3,1707903003,17079203003,Eixample,132.0,58.67,E
2016-0243,,"Eixample, 5",2.8185249656427755,1975,2016,3.0,False,41.98037722965195,2.0,83,2.0,2,2,2,1707902002,17079202002,Eixample,51.0,52.02,E
2016-0246,,"Barri Vell, 77",2.824447639123344,910,2016,2.0,True,41.984384890505375,5.0,85,1.0,1,1,1,1707901001,17079201001,Centre,52.91,76.6,G
2016-0248,,"Carme-Vistalegre, 13",2.8248419921815504,2150,2016,3.0,True,41.97567788108312,5.0,114,1.0,3,1,3,1707901003,17079201003,Centre,184.0,62.28,F
2016-0249,Barri Vell,"Calle de les Ballesteries, 34",2.824970946212333,870,2016,2.0,False,41.9858388699636,1.0,43,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0250,,"Eixample, 62",2.8183428139824245,930,2016,2.0,True,41.98037760441027,2.0,39,2.0,2,2,2,1707902002,17079202002,Eixample,51.0,52.02,E
2016-0251,Eixample,"Calle Barcelona, 57",2.817892065478309,1440,2016,3.0,True,41.97806528140087,4.0,112,2.0,5,2,5,1707902005,17079202005,Eixample,94.5,61.2,F
2016-0252,Montilivi-Pericot,"Avenida de Lluís Pericot, 7",2.823511970264562,1075,2016,4.0,True,41.969834052990535,2.0,140,2.0,10,2,10,1707902010,17079202010,Eixample,47.0,39.3,E
2016-0253,Eixample,"Calle Emili Grahit, 18",2.8294976253347923,1480,2016,4.0,False,41.97337744805792,4.0,163,2.0,14,2,14,1707902014,17079202014,Sud,170.0,41.3,D
2016-0254,,"Eixample, 50",2.818454923470151,1145,2016,4.0,False,41.98067028893048,3.0,95,2.0,2,2,2,1707902002,17079202002,Eixample,51.0,52.02,E
2016-0255,,"Barri Vell, 54",2.824555191024229,1075,2016,2.0,True,41.984597418853056,1.0,55,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0256,,"Barri Vell, 16",2.825061528160549,875,2016,3.0,True,41.98410468367278,4.0,92,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0257,Barri Vell,"Calle Auriga, 37",2.825631976004891,940,2016,3.0,True,41.98234140700897,1.0,85,1.0,1,1,1,1707901001,17079201001,Centre,52.91,76.6,G
2016-0258,Talaia - Germans Sabat,"Calle Can Cases, 12",2.819775865159359,3715,2016,5.0,True,41.97935218752356,0.0,217,2.0,3,2,3,1707902003,17079202003,Eixample,103.78,42.1,E
2016-0259,Barri Vell,"Calle de Santa Clara, 68",2.822768926968722,1240,2016,2.0,False,41.9835611154538,4.0,97,3.0,1,3,1,1707903001,17079203001,Centre,85.0,63.8,F
2016-0262,Barri Vell,"Calle de Cristòfol Grober, 36",2.82109563921051,405,2016,1.0,True,41.98403915485208,1.0,48,3.0,1,3,1,1707903001,17079203001,Centre,85.0,63.8,F
2016-0263,,"Eixample, 59",2.818442404041967,1010,2016,3.0,True,41.980212980890194,4.0,102,2.0,2,2,2,1707902002,17079202002,Eixample,51.0,52.02,E
2016-0264,Barri Vell,"Calle de les Ferreries Velles, 78",2.825103623158088,875,2016,3.0,True,41.98324743350549,1.0,88,1.0,1,1,1,1707901001,17079201001,Centre,52.91,76.6,G
2016-0265,,"Eixample, 21",2.8182992332851025,2185,2016,4.0,True,41.98029105095927,1.0,116,2.0,2,2,2,1707902002,17079202002,Eixample,51.0,52.02,E
2016-0267,Barri Vell,"Calle Auriga, 54",2.824755588566705,1270,2016,3.0,True,41.98254006018799,1.0,97,1.0,1,1,1,1707901001,17079201001,Centre,52.91,76.6,G
2016-0269,Barri Vell,"Calle dels Calderers, 20",2.824226298864392,780,2016,1.0,False,41.98799136520467,1.0,97,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0270,Eixample,"Calle de Joan Maragall, 42",2.819951160988987,2430,2016,4.0,True,41.97840394900759,0.0,128,2.0,5,2,5,1707902005,17079202005,Eixample,94.5,61.2,F
